item_id,timestamp,demand
item_088,2017-10-01,313.94359165188814
item_089,2017-10-01,261.8294749135793
item_090,2017-10-01,328.46838552113184
item_091,2017-10-01,315.5803633921949
item_092,2017-10-01,240.5074869634237
item_093,2017-10-01,306.9973407153046
item_094,2017-10-01,256.6125936872789
item_095,2017-10-01,374.5063787504509
item_096,2017-10-01,286.67149277964506
item_097,2017-10-01,335.9768187367834
item_098,2017-10-01,271.31321328936184
item_099,2017-10-01,318.845138753642
item_100,2017-10-01,337.3827218140796
item_101,2017-10-01,348.3108133857915
item_102,2017-10-01,308.1897910970304
item_103,2017-10-01,261.78510214324933
item_104,2017-10-01,370.8394955889812
item_105,2017-10-01,363.5528662418356
item_106,2017-10-01,349.1959830033129
item_107,2017-10-01,351.3628472593296
item_108,2017-10-01,354.1644979509808
item_109,2017-10-01,431.142995563403
item_110,2017-10-01,243.0249624332822
item_111,2017-10-01,252.370210923738
item_112,2017-10-01,305.61301744887254
item_113,2017-10-01,386.8276104952866
item_114,2017-10-01,318.4013499046383
item_115,2017-10-01,299.7730798213778
item_116,2017-10-01,349.6007971120377
item_117,2017-10-01,294.63215949948415
item_118,2017-10-01,285.412282418554
item_119,2017-10-01,317.7419333242942
item_120,2017-10-01,314.43252645783485
item_121,2017-10-01,331.49573631672365
item_122,2017-10-01,239.70247494302436
item_123,2017-10-01,311.3841885514285
item_124,2017-10-01,283.71113629808235
item_125,2017-10-01,353.9959562132462
item_126,2017-10-01,361.0763436315388
item_127,2017-10-01,269.440723464313
item_128,2017-10-01,307.8132883634389
item_129,2017-10-01,313.35441822096715
item_130,2017-10-01,333.77620063001183
item_131,2017-10-01,300.4738074162638
item_132,2017-10-01,292.11781027125795
item_133,2017-10-01,339.3088014966344
item_134,2017-10-01,318.2232782483346
item_135,2017-10-01,250.45005448207908
item_136,2017-10-01,254.3088534599365
item_137,2017-10-01,281.16077130301204
item_138,2017-10-01,305.75676412441186
item_139,2017-10-01,429.5983392733271
item_140,2017-10-01,447.0511062549877
item_141,2017-10-01,226.07775337893565
item_142,2017-10-01,240.19209407311607
item_143,2017-10-01,458.69379245124935
item_144,2017-10-01,414.6619563992234
item_145,2017-10-01,230.7630464415775
item_146,2017-10-01,394.929167638128
item_147,2017-10-01,363.4164698691025
item_148,2017-10-01,300.8579855892462
item_149,2017-10-01,296.8383632105206
item_150,2017-10-01,315.6321377691864
item_151,2017-10-01,251.9473353887585
item_152,2017-10-01,278.93342112441456
item_153,2017-10-01,261.3339962297574
item_154,2017-10-01,254.85841990860715
item_155,2017-10-01,226.9428775349633
item_156,2017-10-01,326.7354811283122
item_157,2017-10-01,285.81134525594587
item_158,2017-10-01,314.97910564781944
item_159,2017-10-01,229.88962014955013
item_160,2017-10-01,277.2439213187181
item_161,2017-10-01,363.9985992536709
item_162,2017-10-01,396.1589876699086
item_163,2017-10-01,370.44246001670007
item_164,2017-10-01,235.4267832942596
item_165,2017-10-01,301.7052892341878
item_166,2017-10-01,259.13447526651186
item_167,2017-10-01,265.55957280868546
item_168,2017-10-01,341.08088866612246
item_169,2017-10-01,325.1899200432553
item_170,2017-10-01,238.8823152228052
item_171,2017-10-01,305.88596937358506
item_172,2017-10-01,317.6125465793572
item_173,2017-10-01,321.8693455299408
item_174,2017-10-01,270.1617343079056
item_175,2017-10-01,355.4185560750397
item_176,2017-10-01,245.17686524498845
item_177,2017-10-01,397.96152876052736
item_178,2017-10-01,289.17483831662406
item_179,2017-10-01,257.1560892259225
item_180,2017-10-01,300.76714603613993
item_181,2017-10-01,326.76662582547374
item_182,2017-10-01,368.8502149068664
item_183,2017-10-01,301.6140668830147
item_184,2017-10-01,341.1078497896587
item_185,2017-10-01,343.7286648416621
item_186,2017-10-01,287.83841700392946
item_187,2017-10-01,299.965881563879
item_188,2017-10-01,360.9000068453654
item_189,2017-10-01,392.3072849922917
item_190,2017-10-01,303.1787509732905
item_191,2017-10-01,332.7490223386872
item_192,2017-10-01,225.95255169773384
item_193,2017-10-01,285.3502829008533
item_194,2017-10-01,285.3249602016861
item_195,2017-10-01,274.1536913708977
item_196,2017-10-01,238.75374779976505
item_197,2017-10-01,311.5929236643302
item_198,2017-10-01,307.7370145637624
item_199,2017-10-01,287.6569386852398
item_200,2017-10-01,303.89433612472504
item_201,2017-10-01,288.8587283163426
item_202,2017-10-01,243.01053175773995
item_203,2017-10-01,320.3050163490202
item_204,2017-10-01,312.52948007850574
item_205,2017-10-01,344.7237902035633
item_206,2017-10-01,275.1081794926756
item_207,2017-10-01,305.52757387196687
item_208,2017-10-01,257.6788929585184
item_209,2017-10-01,222.1174932140399
item_210,2017-10-01,280.85983042771244
item_211,2017-10-01,292.2241602588088
item_212,2017-10-01,307.25363492248266
item_213,2017-10-01,305.16722651494035
item_214,2017-10-01,243.7495024752156
item_215,2017-10-01,275.3439461186076
item_216,2017-10-01,295.17554095156044
item_217,2017-10-01,227.1763206855801
item_218,2017-10-01,240.259852798168
item_219,2017-10-01,369.1539754516838
item_220,2017-10-01,313.0678360382745
item_221,2017-10-01,258.21745571297026
item_222,2017-10-01,272.4261549664392
item_223,2017-10-01,362.0988956982611
item_224,2017-10-01,270.3802250456427
item_225,2017-10-01,224.08223274095783
item_226,2017-10-01,314.07892258488295
item_227,2017-10-01,352.55570819848094
item_228,2017-10-01,365.7825152034914
item_229,2017-10-01,314.7902984654909
item_230,2017-10-01,323.50230064710365
item_231,2017-10-01,293.1972277431523
item_232,2017-10-01,225.57910000169164
item_233,2017-10-01,329.1153224818962
item_234,2017-10-01,301.5062077738626
item_235,2017-10-01,336.83498298238175
item_236,2017-10-01,296.18958187187656
item_237,2017-10-01,349.95008956243424
item_238,2017-10-01,325.11515459271783
item_239,2017-10-01,265.6118637935826
item_240,2017-10-01,308.2714691614021
item_241,2017-10-01,327.49571956371705
item_242,2017-10-01,365.3796003171776
item_243,2017-10-01,348.2425785065527
item_244,2017-10-01,305.778554035115
item_245,2017-10-01,289.8258774941628
item_246,2017-10-01,277.9844104928948
item_247,2017-10-01,299.6974646167507
item_248,2017-10-01,269.2305186433221
item_249,2017-10-01,292.2870104103694
item_250,2017-10-01,322.00684613295306
item_251,2017-10-01,264.6652796626415
item_252,2017-10-01,304.0017641892343
item_253,2017-10-01,298.8250399244028
item_254,2017-10-01,274.47891938572235
item_255,2017-10-01,373.4550866663788
item_256,2017-10-01,280.50347267531
item_257,2017-10-01,293.6951934523646
item_258,2017-10-01,247.98504964996425
item_259,2017-10-01,256.5585569782755
item_260,2017-10-01,302.49144576045745
item_261,2017-10-01,317.45581631564966
item_262,2017-10-01,293.68680323570726
item_263,2017-10-01,258.5589321630486
item_264,2017-10-01,289.63761838600374
item_265,2017-10-01,281.56481828034293
item_266,2017-10-01,258.47674826430347
item_267,2017-10-01,269.3402921653994
item_268,2017-10-01,318.01169730479967
item_269,2017-10-01,281.63548000984133
item_270,2017-10-01,351.1832660317139
item_271,2017-10-01,228.9468791325412
item_272,2017-10-01,286.7880201912439
item_273,2017-10-01,277.85255116660096
item_274,2017-10-01,308.81968201670054
item_275,2017-10-01,245.82213022476
item_276,2017-10-01,375.6526565451484
item_277,2017-10-01,288.626645956651
item_278,2017-10-01,248.15291274833928
item_279,2017-10-01,229.2896631407837
item_280,2017-10-01,384.8631237274325
item_281,2017-10-01,306.197375050956
item_282,2017-10-01,259.06516236682
item_283,2017-10-01,287.063854077913
item_284,2017-10-01,299.40615204963046
item_285,2017-10-01,321.964094418819
item_286,2017-10-01,383.5360361930489
item_287,2017-10-01,350.2150196772082
item_288,2017-10-01,208.6168015023296
item_289,2017-10-01,305.44875313589745
item_290,2017-10-01,324.97419699827054
item_291,2017-10-01,310.53392634421965
item_292,2017-10-01,302.0806380711245
item_293,2017-10-01,333.3729838487313
item_294,2017-10-01,360.0211871525202
item_295,2017-10-01,281.09906574453527
item_296,2017-10-01,316.0829779294284
item_297,2017-10-01,367.0140244712363
item_298,2017-10-01,265.19669655664336
item_299,2017-10-01,400.8122770643277
item_300,2017-10-01,407.414215512452
item_001,2017-11-01,276.94293969223816
item_002,2017-11-01,296.116490595825
item_003,2017-11-01,319.7318514292821
item_004,2017-11-01,286.84016206639564
item_005,2017-11-01,294.6932421927212
item_006,2017-11-01,220.51815233383277
item_007,2017-11-01,332.3265635517099
item_008,2017-11-01,289.4967457705676
item_009,2017-11-01,216.04928111167175
item_010,2017-11-01,294.4395954475359
item_011,2017-11-01,313.30427985423984
item_012,2017-11-01,470.2590075500811
item_013,2017-11-01,189.13928344290136
item_014,2017-11-01,304.9082536852646
item_015,2017-11-01,297.8791064907197
item_016,2017-11-01,299.18716304021564
item_017,2017-11-01,267.2798080791776
item_018,2017-11-01,368.0439277800067
item_019,2017-11-01,332.8087311672606
item_020,2017-11-01,276.83331693505994
item_021,2017-11-01,368.8686932757639
item_022,2017-11-01,309.3762113261258
item_023,2017-11-01,301.8342836390377
item_024,2017-11-01,411.9613503535481
item_025,2017-11-01,240.7083907743602
item_026,2017-11-01,280.22287992655873
item_027,2017-11-01,251.41615743693683
item_028,2017-11-01,215.47103361680203
item_029,2017-11-01,215.68948797058397
item_030,2017-11-01,292.99378896594305
item_031,2017-11-01,250.18450882179604
item_032,2017-11-01,325.0482681399067
item_033,2017-11-01,215.8878203061121
item_034,2017-11-01,376.5169044119928
item_035,2017-11-01,352.5981063948664
item_036,2017-11-01,343.05968889125654
item_037,2017-11-01,275.49615550062134
item_038,2017-11-01,301.4462290262878
item_039,2017-11-01,371.0945489205658
item_040,2017-11-01,310.77185322666975
item_041,2017-11-01,363.0333343391966
item_042,2017-11-01,346.889736979761
item_043,2017-11-01,230.2280553903795
item_044,2017-11-01,238.41881968642392
item_045,2017-11-01,355.5098526377121
item_046,2017-11-01,338.1013640954858
item_047,2017-11-01,259.89779200303497
item_048,2017-11-01,315.11843530133075
item_049,2017-11-01,433.6198221870526
item_050,2017-11-01,260.6435115191701
item_051,2017-11-01,310.79183349522845
item_052,2017-11-01,289.8909444074855
item_053,2017-11-01,276.312060687697
item_054,2017-11-01,362.3099106967186
item_055,2017-11-01,393.9467978432946
item_056,2017-11-01,249.6778524091729
item_057,2017-11-01,327.1909304030101
item_058,2017-11-01,304.8824542311043
item_059,2017-11-01,208.16034888519852
item_060,2017-11-01,316.2247230692159
item_061,2017-11-01,324.8910440977856
item_062,2017-11-01,310.3218392914771
item_063,2017-11-01,331.93601437101984
item_064,2017-11-01,325.3079115567985
item_065,2017-11-01,288.49272135737124
item_066,2017-11-01,413.4773893122848
item_067,2017-11-01,312.8714008921341
item_068,2017-11-01,228.92281491374584
item_069,2017-11-01,306.7227131813321
item_070,2017-11-01,301.30997210236154
item_071,2017-11-01,331.2955820915837
item_072,2017-11-01,349.2986484999633
item_073,2017-11-01,378.1170448699467
item_074,2017-11-01,275.4224722286587
item_075,2017-11-01,298.2179016739263
item_076,2017-11-01,337.05958745641567
item_077,2017-11-01,255.8673363054149
item_078,2017-11-01,323.3561715135962
item_079,2017-11-01,273.5106061670725
item_080,2017-11-01,342.3653768213491
item_081,2017-11-01,386.2290523726898
item_082,2017-11-01,269.72144339116096
item_083,2017-11-01,337.8045662935555
item_084,2017-11-01,254.1742053322913
item_085,2017-11-01,386.044020200699
item_086,2017-11-01,350.8374071150303
item_087,2017-11-01,267.059203714268
item_088,2017-11-01,384.2221275280135
item_089,2017-11-01,275.2086238895717
item_090,2017-11-01,366.73290199605
item_091,2017-11-01,308.0097753075382
item_092,2017-11-01,252.6858788592908
item_093,2017-11-01,321.6749394962954
item_094,2017-11-01,247.2276469313736
item_095,2017-11-01,443.294197813392
item_096,2017-11-01,303.08007689907765
item_097,2017-11-01,340.3336650559704
item_098,2017-11-01,286.9113510502473
item_099,2017-11-01,314.7025403544409
item_100,2017-11-01,348.04823524047
item_101,2017-11-01,333.1699367691624
item_102,2017-11-01,267.53392275550243
item_103,2017-11-01,259.8431975603209
item_104,2017-11-01,309.91183704696505
item_105,2017-11-01,276.8844288380388
item_106,2017-11-01,343.38150685703323
item_107,2017-11-01,370.84290358043296
item_108,2017-11-01,320.5391110049677
item_109,2017-11-01,370.7373135778312
item_110,2017-11-01,240.20918046338025
item_111,2017-11-01,272.14370225061816
item_112,2017-11-01,311.6830706950676
item_113,2017-11-01,359.96676868083523
item_114,2017-11-01,319.45054349719896
item_115,2017-11-01,302.5640731401478
item_116,2017-11-01,316.42127598906865
item_117,2017-11-01,319.2273708654387
item_118,2017-11-01,265.2573385059888
item_119,2017-11-01,306.1862407491629
item_120,2017-11-01,268.12625973248043
item_121,2017-11-01,316.61706205054975
item_122,2017-11-01,234.68956625638924
item_123,2017-11-01,266.83813233137727
item_124,2017-11-01,252.76368212499375
item_125,2017-11-01,392.2658839098591
item_126,2017-11-01,336.61152087575766
item_127,2017-11-01,272.4547167635425
item_128,2017-11-01,277.31908558763433
item_129,2017-11-01,316.02395621621537
item_130,2017-11-01,312.1208560324676
item_131,2017-11-01,376.8737684420442
item_132,2017-11-01,245.6032856368729
item_133,2017-11-01,367.3869433676641
item_134,2017-11-01,334.9805726831389
item_135,2017-11-01,297.58518429196835
item_136,2017-11-01,188.0588765701656
item_137,2017-11-01,304.0561148703381
item_138,2017-11-01,299.212344768154
item_139,2017-11-01,404.5719849779656
item_140,2017-11-01,477.4692055453912
item_141,2017-11-01,259.0930545373259
item_142,2017-11-01,238.10505354698503
item_143,2017-11-01,441.9915886940796
item_144,2017-11-01,253.71050225431435
item_145,2017-11-01,272.9040218292131
item_146,2017-11-01,242.42762182575456
item_147,2017-11-01,366.3522266020643
item_148,2017-11-01,300.9327808278303
item_149,2017-11-01,260.2184541482162
item_150,2017-11-01,337.6954629959567
item_151,2017-11-01,265.6332287629461
item_152,2017-11-01,311.21206014850407
item_153,2017-11-01,259.3522942852624
item_154,2017-11-01,224.41562972493784
item_155,2017-11-01,248.6436833790013
item_156,2017-11-01,301.10335213773635
item_157,2017-11-01,296.231266381708
item_158,2017-11-01,310.8697204661683
item_159,2017-11-01,292.6101177664498
item_160,2017-11-01,252.6669599667485
item_161,2017-11-01,318.8759383791863
item_162,2017-11-01,377.4966880716333
item_163,2017-11-01,367.7582804291613
item_164,2017-11-01,261.30094746444195
item_165,2017-11-01,296.6322596004772
item_166,2017-11-01,250.9456048867332
item_167,2017-11-01,279.37627024558566
item_168,2017-11-01,300.7094947124462
item_169,2017-11-01,305.5393476680867
item_170,2017-11-01,279.4919778279131
item_171,2017-11-01,278.90549709966547
item_172,2017-11-01,274.50260758767416
item_173,2017-11-01,336.2464476272712
item_174,2017-11-01,255.9781473350131
item_175,2017-11-01,332.6158668153477
item_176,2017-11-01,193.79764490358147
item_177,2017-11-01,396.3768088368994
item_178,2017-11-01,296.3311369086993
item_179,2017-11-01,282.8544795301267
item_180,2017-11-01,283.81042117199314
item_181,2017-11-01,322.2613481794782
item_182,2017-11-01,289.2321422683611
item_183,2017-11-01,326.9339159548369
item_184,2017-11-01,303.4674913075985
item_185,2017-11-01,373.75416844190937
item_186,2017-11-01,276.81528602683136
item_187,2017-11-01,258.3252717518652
item_188,2017-11-01,333.3013315800784
item_189,2017-11-01,526.9060570216523
item_190,2017-11-01,234.0183916862809
item_191,2017-11-01,328.55002929764134
item_192,2017-11-01,250.4249087683484
item_193,2017-11-01,275.695906262672
item_194,2017-11-01,298.19990619840365
item_195,2017-11-01,302.7188247934875
item_196,2017-11-01,290.4808459058054
item_197,2017-11-01,299.22809217323874
item_198,2017-11-01,318.6698954651277
item_199,2017-11-01,342.07989792059965
item_200,2017-11-01,301.59294570209585
item_201,2017-11-01,224.52292749107735
item_202,2017-11-01,251.22861884859412
item_203,2017-11-01,297.97742809403786
item_204,2017-11-01,310.0641756716155
item_205,2017-11-01,320.07747074857895
item_206,2017-11-01,246.89395130931143
item_207,2017-11-01,311.9983757512075
item_208,2017-11-01,247.01010710424757
item_209,2017-11-01,234.06244613664035
item_210,2017-11-01,389.8958355722671
item_211,2017-11-01,274.1964875402612
item_212,2017-11-01,317.6498276301712
item_213,2017-11-01,317.3625604779584
item_214,2017-11-01,268.6976528578433
item_215,2017-11-01,304.13858998465327
item_216,2017-11-01,238.6997428193319
item_217,2017-11-01,216.84817534646552
item_218,2017-11-01,287.9009606041694
item_219,2017-11-01,524.4651363874023
item_220,2017-11-01,289.1098189797205
item_221,2017-11-01,289.70225241290683
item_222,2017-11-01,296.03267007153147
item_223,2017-11-01,390.29783464376055
item_224,2017-11-01,266.194852061572
item_225,2017-11-01,264.9151431733139
item_226,2017-11-01,423.92973333634257
item_227,2017-11-01,318.7337593005209
item_228,2017-11-01,365.7742545500381
item_229,2017-11-01,330.79654315634923
item_230,2017-11-01,460.0854710346367
item_231,2017-11-01,325.55734724065667
item_232,2017-11-01,326.56209687395886
item_233,2017-11-01,299.8954456206904
item_234,2017-11-01,257.1650855284982
item_235,2017-11-01,383.98629173105854
item_236,2017-11-01,297.46238918886115
item_237,2017-11-01,380.904414855096
item_238,2017-11-01,303.9860886955798
item_239,2017-11-01,299.5038412326376
item_240,2017-11-01,266.561003257186
item_241,2017-11-01,308.68312079531523
item_242,2017-11-01,388.3654879379691
item_243,2017-11-01,323.2513678667469
item_244,2017-11-01,310.2462135884022
item_245,2017-11-01,253.1394965683782
item_246,2017-11-01,276.69206837722527
item_247,2017-11-01,316.37337510720886
item_248,2017-11-01,264.58671626136686
item_249,2017-11-01,306.1718671269582
item_250,2017-11-01,315.21592722200944
item_251,2017-11-01,229.5181350232252
item_252,2017-11-01,297.84103083011456
item_253,2017-11-01,302.88539336628685
item_254,2017-11-01,262.2377187920328
item_255,2017-11-01,313.4790602198364
item_256,2017-11-01,279.8474249684181
item_257,2017-11-01,346.54898462583475
item_258,2017-11-01,264.9680710623985
item_259,2017-11-01,229.4435445121085
item_260,2017-11-01,294.41002921009635
item_261,2017-11-01,292.5209354547306
item_262,2017-11-01,294.42987549347623
item_263,2017-11-01,269.22543927957105
item_264,2017-11-01,279.75624594135246
item_265,2017-11-01,270.99546551586894
item_266,2017-11-01,280.09187297728994
item_267,2017-11-01,303.05635692362955
item_268,2017-11-01,274.706639712477
item_269,2017-11-01,285.6406509195808
item_270,2017-11-01,294.19567792590084
item_271,2017-11-01,221.60123470082516
item_272,2017-11-01,285.3538203581379
item_273,2017-11-01,285.6708438038541
item_274,2017-11-01,418.8473403585545
item_275,2017-11-01,271.8821236319644
item_276,2017-11-01,381.5051550227124
item_277,2017-11-01,282.9653759182628
item_278,2017-11-01,266.30575330095684
item_279,2017-11-01,252.07375461689855
item_280,2017-11-01,352.8478152130284
item_281,2017-11-01,236.07122708292036
item_282,2017-11-01,254.61276546749951
item_283,2017-11-01,288.7004499861073
item_284,2017-11-01,327.8366536914951
item_285,2017-11-01,331.0473816187659
item_286,2017-11-01,360.16002022788894
item_287,2017-11-01,290.2183774202353
item_288,2017-11-01,189.1729009970827
item_289,2017-11-01,225.5791432200356
item_290,2017-11-01,296.1333791879246
item_291,2017-11-01,317.52637252408846
item_292,2017-11-01,302.52131267195944
item_293,2017-11-01,297.95302716285426
item_294,2017-11-01,331.0773594746026
item_295,2017-11-01,272.3923840696783
item_296,2017-11-01,284.4067165486471
item_297,2017-11-01,367.7643722077894
item_298,2017-11-01,290.4386539261373
item_299,2017-11-01,266.1645356261479
item_300,2017-11-01,417.1549242224765
item_001,2017-12-01,277.6081895450016
item_002,2017-12-01,319.43069224810984
item_003,2017-12-01,329.6236273931688
item_004,2017-12-01,304.653018279696
item_005,2017-12-01,319.13625320316424
item_006,2017-12-01,202.53268159344333
item_007,2017-12-01,331.6392315680294
item_008,2017-12-01,288.7115876187833
item_009,2017-12-01,248.791191490788
item_010,2017-12-01,230.03921861163147
item_011,2017-12-01,303.63549274536734
item_012,2017-12-01,448.8571869499113
item_013,2017-12-01,321.2957555678421
item_014,2017-12-01,320.56042467412726
item_015,2017-12-01,296.9286175664944
item_016,2017-12-01,305.6287517932997
item_017,2017-12-01,263.1414892414922
item_018,2017-12-01,368.2779279852594
item_019,2017-12-01,329.1516741080113
item_020,2017-12-01,294.94193866071004
item_021,2017-12-01,244.2240298390439
item_022,2017-12-01,276.6238419666815
item_023,2017-12-01,312.7698104624222
item_024,2017-12-01,435.27323054777816
item_025,2017-12-01,233.7725644018689
item_026,2017-12-01,266.91309701027865
item_027,2017-12-01,249.13718119608697
item_028,2017-12-01,237.46869168012404
item_029,2017-12-01,210.3637713231771
item_030,2017-12-01,285.7170395510652
item_031,2017-12-01,223.99052634008487
item_032,2017-12-01,297.1526871352678
item_033,2017-12-01,215.5365010936364
item_034,2017-12-01,405.1184817156679
item_035,2017-12-01,360.751021445332
item_036,2017-12-01,371.6850759411772
item_037,2017-12-01,240.2340575427729
item_038,2017-12-01,274.9650191366808
item_039,2017-12-01,348.2650158296565
item_040,2017-12-01,300.16940705200784
item_041,2017-12-01,369.2757162389696
item_042,2017-12-01,339.0212726384599
item_043,2017-12-01,251.52697079966356
item_044,2017-12-01,392.6026113312015
item_045,2017-12-01,338.71488548090207
item_046,2017-12-01,328.2186141666975
item_047,2017-12-01,316.4804525992617
item_048,2017-12-01,310.453214662971
item_049,2017-12-01,288.94261678063845
item_050,2017-12-01,264.2564970665939
item_051,2017-12-01,356.94513930736747
item_052,2017-12-01,316.7368692023916
item_053,2017-12-01,275.00555996746067
item_054,2017-12-01,367.9823201661697
item_055,2017-12-01,380.7032012457998
item_056,2017-12-01,200.356794262496
item_057,2017-12-01,342.23081270590615
item_058,2017-12-01,311.32700880068506
item_059,2017-12-01,197.18098319894435
item_060,2017-12-01,313.19059811099675
item_061,2017-12-01,325.11070255550135
item_062,2017-12-01,294.73618747822456
item_063,2017-12-01,338.1331330915594
item_064,2017-12-01,320.562332027269
item_065,2017-12-01,264.52050975426704
item_066,2017-12-01,348.1321303494143
item_067,2017-12-01,340.9317576350307
item_068,2017-12-01,241.17224648684805
item_069,2017-12-01,307.94597368238914
item_070,2017-12-01,279.5894622037164
item_071,2017-12-01,321.62102458157227
item_072,2017-12-01,363.8382989174313
item_073,2017-12-01,401.4557203549275
item_074,2017-12-01,279.1231213091808
item_075,2017-12-01,241.1648757372876
item_076,2017-12-01,332.1109133929953
item_077,2017-12-01,255.04228252817677
item_078,2017-12-01,261.0904025484612
item_079,2017-12-01,239.58012525002036
item_080,2017-12-01,342.6644821164509
item_081,2017-12-01,323.5786597883424
item_082,2017-12-01,246.66427547780825
item_083,2017-12-01,329.5649330547307
item_084,2017-12-01,244.49577304398468
item_085,2017-12-01,390.7206600206154
item_086,2017-12-01,386.0769549631289
item_087,2017-12-01,333.6132199768971
item_088,2017-12-01,353.0419027359764
item_089,2017-12-01,330.7078988116764
item_090,2017-12-01,387.1163912725413
item_091,2017-12-01,294.96364873623423
item_092,2017-12-01,248.46764364713465
item_093,2017-12-01,283.6937301135336
item_094,2017-12-01,248.66252716238407
item_095,2017-12-01,375.2516461280196
item_096,2017-12-01,304.0871722138037
item_097,2017-12-01,264.4893018074799
item_098,2017-12-01,306.0165817272334
item_099,2017-12-01,383.8982307240336
item_100,2017-12-01,345.8392628364358
item_101,2017-12-01,309.14120238224484
item_102,2017-12-01,235.57731359304407
item_103,2017-12-01,242.3358267094743
item_104,2017-12-01,305.6036085055083
item_105,2017-12-01,268.2475468876554
item_106,2017-12-01,405.2462187532796
item_107,2017-12-01,371.3406610976834
item_108,2017-12-01,281.4102858519203
item_109,2017-12-01,311.02709679180066
item_110,2017-12-01,253.4143003031105
item_111,2017-12-01,299.3812660635661
item_112,2017-12-01,314.62265458340363
item_113,2017-12-01,317.03787962565013
item_114,2017-12-01,318.8463525315487
item_115,2017-12-01,304.6680251316809
item_116,2017-12-01,292.98879251794165
item_117,2017-12-01,162.43207958895297
item_118,2017-12-01,254.41166268365177
item_119,2017-12-01,292.97294996110884
item_120,2017-12-01,256.87319642230966
item_121,2017-12-01,307.11818104355746
item_122,2017-12-01,230.80887067284127
item_123,2017-12-01,258.5335489754256
item_124,2017-12-01,234.47316117993293
item_125,2017-12-01,441.6479532247584
item_126,2017-12-01,318.7630678352475
item_127,2017-12-01,282.8494464612672
item_128,2017-12-01,252.9022155122225
item_129,2017-12-01,314.399888083777
item_130,2017-12-01,287.2177378494498
item_131,2017-12-01,389.1482109362663
item_132,2017-12-01,286.4422315204677
item_133,2017-12-01,377.40880818292646
item_134,2017-12-01,344.4333926921973
item_135,2017-12-01,345.3673620206947
item_136,2017-12-01,373.7713315548265
item_137,2017-12-01,288.13323668634507
